Logged,Predicted
2,1.9369059532227535
0,-0.07686649230292808
1,0.9449005398673669
1,0.9743542469663731
1,1.9370599090805447
0,-0.07686649230292808
10,6.868403048048188
5,6.809495633849956
3,2.8997655711948327
0,0.9005660233608874
6,1.9369059532227535
0,1.0331525554686065
3,3.8919249404082126
2,2.899611615336963
1,0.9005660233608874
21,27.335578462789652
0,0.055720039804932675
3,6.897747649451708
1,0.9594734375589296
1,1.0038079540655298
0,-0.03253197579662448
6,6.803875879195796
0,2.8997655711948327
1,4.8546306025224055
0,-0.01795907810474251
1,1.0331525554686065
7,6.809495633849956
1,0.026375438401623263
6,1.9223330555308396
1,0.9005660233608874
1,1.8779985390245195
3,2.9879727366345112
1,0.9005660233608874
1,1.8779985390245195
1,1.8927253925739942
2,0.9005660233608874
0,0.055720039804932675
4,2.9880175867963183
10,13.607188726990074
1,0.9687344923120884
1,0.989081100515874
5,4.94288261812394
12,13.607188726990074
1,0.9005660233608874
1,0.9005660233608874
3,4.94288261812394
11,6.868403048048188
5,2.8997655711948327
8,2.855431054688375
1,1.0038079540655298
1,0.9687344923120884
7,2.894145816540661
1,0.9005660233608874
0,-0.03253197579662448
6,6.897747649451708
5,6.765161117343563
5,3.8919249404082126
1,3.8623172774512105
10,13.7692289661974
8,4.94288261812394
2,2.855431054688375
0,-0.0030782686974673013
8,6.765161117343563
7,2.899611615336963
2,2.8997655711948327
6,9.800700595039569
1,0.026375438401623263
1,-0.07686649230292808
1,0.9300197304598803
2,2.9439461318434677
1,0.9449005398673669
0,0.9005660233608874
4,1.9223330555308396
2,1.8779985390245195
0,1.9223330555308396
1,0.9005660233608874
11,9.741793180841208
5,6.838949340949148
1,0.9449005398673669
2,1.8779985390245195
0,-0.0030782686974673013
0,1.0331525554686065
1,6.7798879708930935
2,1.9223330555308396
5,6.765161117343563
7,0.9005660233608874
7,0.9005660233608874
12,6.853676194498624
2,0.9449005398673669
5,1.9369059532227535
0,-0.03253197579662448
10,9.736173426187111
1,0.9005660233608874
3,2.855431054688375
1,1.8779985390245195
7,6.824068531541725
13,9.736173426187111
7,2.855431054688375
0,-0.07686649230292808
4,6.838949340949148
0,2.8701579082379474
26,29.290443494117355
1,2.8997655711948327
32,27.335578462789652
0,-0.07686649230292808
0,0.05582914550069251
1,2.855431054688375
0,-0.07686649230292808
0,0.9005660233608874
3,2.91449242474437
2,1.0038079540655298
1,1.8779985390245195
1,0.9594734375589296
0,2.8997655711948327
8,2.9880175867963183
9,6.868403048048188
1,0.9300197304598803
4,4.913538016720631
0,-0.03253197579662448
4,1.9369059532227535
0,0.026375438401623263
14,13.651523243496413
3,6.92720135655082
5,1.9223330555308396
1,2.9292192782938904
2,2.010585071132655
10,9.736173426187111
3,2.914338468886652
2,0.9005660233608874
0,0.9594734375589296
3,1.8779985390245195
1,1.9665136161796188
4,2.8701579082379474
2,0.9005660233608874
1,0.9447465840094251
4,3.8771980868585763
1,1.9369059532227535
0,-0.07686649230292808
2,1.9369059532227535
29,28.31301097845331
8,6.809495633849956
3,1.9812404697291157
0,-0.03253197579662448
2,1.9812404697291157
0,0.9743542469663731
0,0.9005660233608874
5,6.897747649451708
7,6.862783293394242
1,0.9005660233608874
2,6.765161117343563
1,0.9596273934168216
3,2.855431054688375
5,6.824222487399513
10,14.584621242653924
0,0.9300197304598803
1,0.9449005398673669
4,2.855431054688375
3,3.0174712938953467
0,-0.07686649230292808
28,27.423830478391327
0,0.055720039804932675
0,0.9005660233608874
0,-0.03253197579662448
14,13.739775259098135
1,1.0038079540655298
0,-0.03253197579662448
2,2.9292192782938904
23,20.581802868744717
4,2.8701579082379474
0,0.9152928769102711
1,0.9005660233608874
0,0.055720039804932675
2,3.8771980868585763
0,-0.017805122247098737
2,0.9594734375589296
1,4.8546306025224055
7,2.9880175867963183
0,6.824222487399513
3,2.855431054688375
41,34.22178663308501
1,2.958672985393118
0,0.9300197304598803
1,1.9167133008763901
2,1.9223330555308396
11,13.710430657694701
1,0.9449005398673669
3,4.8546306025224055
3,2.0694924853309127
13,6.765161117343563
17,13.666250097046099
1,1.0331525554686065
0,0.9005660233608874
14,14.673136319808986
2,0.9005660233608874
20,20.487931098488954
3,1.9369059532227535
1,1.8779985390245195
7,6.868403048048188
0,1.9221790996732202
6,6.809495633849956
6,2.8701579082379474
0,3.8328635703522256
5,4.8546306025224055
1,0.9449005398673669
3,1.9812404697291157
3,1.9223330555308396
6,2.8997655711948327
0,0.9005660233608874
0,3.8919249404082126
25,20.508277706692766
6,6.765161117343563
7,2.9880175867963183
8,4.898811163171123
1,0.9596273934168216
0,0.9152928769102711
1,1.0038079540655298
2,1.9517867626301983
0,0.9447465840094251
2,1.077333116117292
0,-0.03253197579662448
4,6.809495633849956
1,0.9449005398673669
7,1.9223330555308396
105,97.76962700478133
0,1.0038079540655298
3,2.899611615336963
4,2.958672985393118
1,1.9369059532227535
0,0.9152928769102711
11,9.697458664334956
1,1.8779985390245195
2,4.810296086016026
0,-0.07686649230292808
1,0.9005660233608874
3,3.0469250009947695
5,3.8771980868585763
4,2.855431054688375
4,3.9157588928527156
1,1.9223330555308396
1,0.9449005398673669
7,2.9880175867963183
6,6.956655063649712
1,0.9540076387626266
2,1.8779985390245195
2,1.9369059532227535
1,0.9005660233608874
1,0.9594734375589296
5,4.810296086016026
0,0.9005660233608874
26,20.493550853143212
1,0.9005660233608874
8,3.9361055010568333
2,1.9074522461236456
1,1.0038079540655298
10,13.710430657694701
3,0.9449005398673669
21,20.493550853143212
31,27.335578462789652
6,6.809495633849956
0,-0.03253197579662448
10,6.897747649451708
2,0.9005660233608874
1,1.8779985390245195
6,1.9223330555308396
0,-0.07686649230292808
1,0.9594734375589296
1,1.0331525554686065
1,1.0331525554686065
1,1.8779985390245195
0,0.055720039804932675
2,1.8779985390245195
0,0.9392807852129765
0,-0.03253197579662448
2,0.9449005398673669
1,1.0331525554686065
3,1.9369059532227535
0,0.055720039804932675
1,4.839749793115027
7,6.824222487399513
3,6.897747649451708
1,0.9596273934168216
11,13.651523243496413
26,29.28482373946325
3,0.9594734375589296
2,1.9074522461236456
1,1.8779985390245195
4,6.809495633849956
0,-0.03253197579662448
1,0.9449005398673669
1,1.8779985390245195
6,2.855431054688375
7,6.809495633849956
3,3.8771980868585763
7,9.741793180841208
0,0.9449005398673669
3,6.765161117343563
7,3.8771980868585763
2,1.9369059532227535
1,0.9300197304598803
1,1.0331525554686065
0,0.9152928769102711
1,0.9152928769102711
9,6.765161117343563
27,29.305170347666845
0,-0.07686649230292808
3,2.855431054688375
1,1.0185348076150538
1,-0.017805122247098737
3,2.8848847617875206
3,2.8997655711948327
1,0.9449005398673669
0,0.9300197304598803
1,1.9223330555308396
12,13.607188726990074
5,0.9449005398673669
7,6.838949340949148
0,-0.062139638753398785
1,0.989081100515874
1,0.9449005398673669
2,1.8779985390245195
3,4.869203500214217
5,6.897747649451708
9,4.863737701417981
14,13.651523243496413
1,0.9449005398673669
1,6.897747649451708
1,0.9743542469663731
4,3.8623172774512105
0,1.9370599090805447
10,6.809495633849956
0,0.9596273934168216
5,0.9005660233608874
1,0.989081100515874
2,2.855431054688375
5,1.9665136161796188
1,3.8771980868585763
6,6.868403048048188
2,3.871578332204302
1,0.9743542469663731
6,4.810296086016026
0,0.055720039804932675
7,5.8171823087788725
8,6.809495633849956
1,1.9369059532227535
0,0.9834613458614099
6,6.824068531541725
3,2.855431054688375
0,0.9594734375589296
5,6.765161117343563
0,0.055720039804932675
1,1.8779985390245195
1,0.9594734375589296
1,1.8779985390245195
